ID_REF	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
A_23_P124534	214.2354761301356	-0.0030059841625407675	0.040749418469555244	4.634293503221518e-14	8.636637892367375e-11	TRUE
A_24_P510896	75.5765022054897	-0.003012512679868975	0.04074976380665373	5.060081996668175e-10	1.4017794720499674e-7	TRUE
A_24_P942636	327.61475890986276	-0.0030125472486020135	0.040746325604474144	8.22681803509769e-5	0.007495545320866785	TRUE
A_24_P759822	78.9768800534182	-0.00301539583420765	0.04074917703905336	6.234450729555425e-10	1.5975779994485777e-7	TRUE
A_32_P140009	107.7457911985819	-0.0030160741602959394	0.040750340606628785	2.8815984509176014e-11	1.4667368481007e-8	TRUE
A_24_P489164	172.57234992851488	-0.0030192540908008255	0.040750857312574426	7.508753264135012e-13	8.10154957446146e-10	TRUE
A_23_P429601	177.1581019092169	-0.0030252761521377593	0.04075131078411993	2.1888599058055328e-4	0.01820004183526617	TRUE
A_23_P368862	16.648475940858912	-0.0030418988030268333	0.04074781871880496	7.366225821002413e-6	8.057600919823529e-4	TRUE
A_23_P372496	96.65791649196107	-0.0030465239507101553	0.04075370340955824	5.190731625282068e-11	2.2168749649642164e-8	TRUE
A_32_P82650	71.99984793326492	-0.00304795129493177	0.040753703764794695	6.016745391599361e-10	1.5613073484529986e-7	TRUE
A_24_P478388	115.92069197166892	-0.0030633994871907457	0.040755689914757046	9.887591646010621e-12	6.7659016677939645e-9	TRUE
A_24_P367439	435.73326501721186	-0.0030634997764705622	0.04074947025150423	6.373186640708577e-4	0.04776977189562188	TRUE
A_32_P18931	124.32842438391467	-0.0030636091861798906	0.040755740547011275	5.332492212250659e-12	4.125135484948623e-9	TRUE
A_32_P29140	48.826800805326315	-0.0030641383973470226	0.040755229601280314	1.126319775551674e-8	1.8471644319047452e-6	TRUE
A_32_P167352	72.96304952004346	-0.0030653887689089544	0.040754881881805365	7.50664650456488e-10	1.8394896453852248e-7	TRUE
A_24_P723735	23.72650374833762	-0.0030684341102132544	0.040756190278919927	2.1540108819957216e-6	2.5232698903378454e-4	TRUE
A_23_P20139	320.26223084943445	-0.003069680289938356	0.04075228706349547	4.0420277499599e-5	0.0038630102039243796	TRUE
A_24_P99066	61.18475490600484	-0.0030709057068355225	0.04075618857297878	1.9939037475289653e-9	4.0073555710140965e-7	TRUE
A_32_P206917	96.33145077961191	-0.0030730724074209946	0.04075492540292721	3.395303191972905e-9	6.242485689277538e-7	TRUE
A_32_P193262	163.00081772224553	-0.0030746329285041346	0.04075620379048087	1.3588712646527307e-11	8.315480873248054e-9	TRUE
